L-EE,i think light travels in a straight line because the shadows prove that they travel straight or else the shadows would be wobbly
L-EE,if you look at a red rose in magenta light the magenta light red and blue hits the red surface the color red is reflected but the color blue is absorbed then the rose appears red
L-EE,my understanding about a lunar eclipse is that when the earth is between the sun and the moon the sun casts a shadow over the moon called a lunar eclipse
L-EE,my theory's that light travels in a wave line because if you drive behind a bus you'll see heat that looks wave
L-EE,shadows a shadow is an inexact reflection of your body that shows on a very sunny day when you are outside you see your shadow when you happen to be outside and you look down at the ground also your shadow touches you wherever you touch the ground
L-EE,we see a red rose when there is a flashlight or another light source that will shine on the rose and absorb the green and blue light and reflect the red light into our eyes
L-EE,and how we see a yellow rose is that it is the same but the red and green light are reflected and blue is absorbed
L-EE,how do you make a rainbow with rain the sky is still wet with raindrops and the sunlight shines through the drops and a rainbow forms in the sky make a rainbow with a prism exactly the same way
L-EE,the northern lights are also called the aurora borealis and they are lights in the sky that are mixtures of colors that are seen only in the northern parts of the world and that is why they are called the northern lights
L-EE,why are northern lights different colors each gas in earths atmosphere glows with its own color when it becomes charged with electricity oxygen gives off an eerie green glow nitrogen glows red and neon gas turns pink
L-EE,i also learned that a solar eclipse happens when the moon blocks the sun which makes a large shadow over the earth that is why when your outside and the sun dispersals its just a large shadow
L-EE,i also learned that a lunar eclipse is caused when the earth is between the sun and the moon
L-EE,also if your looking at a yellow flower the blue light would be absorbed allowing the two other colors to both making yellow would bounce of into your two sensitive cone to those colors
L-EE,the northern lights are caused by the sun bombarding the earth with tiny partials of electricity when these partials hit the highest part of the hates atmosphere it electrolysis the air and makes it glow
L-EE,to make a rainbow with rain it in voles moisture in the air and since there is moisture in the air the moistness acts like a prism
L-EE,a lunar eclipse is when the earth is right in between the sun and the moon winch casts a shadow over the moon making the moon total darkness
L-EE,solar panels are used for sucking up sunlight and using the sunlight for something such as a solar powered windmill that works by the sunlight getting sucked into a solar panel and the light moves the windmill
L-EE,a red rose looks red because the red light in the white light reflects of the rose and in to your eyes the blue and green light gets absorbed
L-EE,a yellow flower looks yellow because the red and the green light in the white light are reflexed in to you eyes and the blue is absorbed
L-EE,inside luminous objects or animals some form of energy changes into light energy this energy usually changes into chemical electrical thermal and nuclear energy the process of giving off light is called incandescence
L-EE,you have three eye cones in your eyes one is sensitive to red one is sensitive to blue and one is sensitive to green so when you see something blue the blue eye cone starts getting sensitive so you can see the color
L-EE,when we look at a red rose the red eye cone color bounces off into our eye and the other two colors absorb so you see the color of the rose
L-EE,my understanding of light the colors of light light is made up of many many different colors you cannot see those colors because those colors mixed together to get white light white light is transparent so you cant see it
L-EE,when it rains the raindrops split the light so you can see 7 discolored orange yellow green blue indigo and violet that make a rainbow
L-EE,that is why when you look at a yellow thing the red and green light bounce of it but blue gets absorbs mixes and comes to your eye as yellow
L-EE,there are also things called solar panels they are made to catch light the light that they catch is used to make electricity solar panels probably have a lot of tubes connected
L-EE,a shadow is the darkness on the other side of an opaque object whits is nontransparent when a light shines on an opaque object the light cant get around it so there is only darkness whits is a shadow
L-EE,a lunate eclipse is when the art goes between the moon and the sun the sun hits the eart and the eart casts a shadow on the moon winch give the moon total darkness
L-EE,a solar eclipse is when the moon is in the middle and blocks the light from hitting the earth making that side dark
L-EE,people make shadows by just standing in the light because light travels in a titrate line or waveland it hits a portion or thing and the blocks the light so it cant reach the ground and thee for makes an outline of that object
L-EE,shadow my theory is that all the light gets around but it doesn't get past your body so it is dark and the shape of your body
L-EE,a solar eclipse it happens when the moon is located between the sun and the earth and the moon blocks the sunlight
L-EE,solar energy solar panels are dark so they attract heat and the sun is turned into thermal energy in the panels there are little tubes and the water gets warmer the warm water is pumped into a storage tank and it heats the house
L-EE,the northern lights are red pink ghostly greens the northern lights happen when the sun bombards earth with particles that are electric when they hit the highest part of the earths atmosphere they electrify the air and it glows
L-EE,a lunar eclipse is when the earth is between the moon and the sun in which the sun shines on earth and makes a shadow on the moon which makes the moon in total darkness
L-EE,if a white light is shined on a red flower the green and blue is absorbed and the red is reflected that is how we see a red flower
L-EE,but that doesn't explain why sometimes there are rainbows after rain storms or when it rains the answer to this is raindrops act as prisms but when i did a experiment at my house i filled a glass of water and turned out the lights i didn't see even a tiny outline of a rainbow
L-EE,there are two types of eclipses the rift one is called a solar eclipse its when the moon goes in front of the earth and behind the sun which casts a shadow upon earth as i said before an opaque object like the moon and the sun is the light source it makes a shadow
L-EE,this is how we see a yellow rose the white light hits the rose green and red are reflected and blue is absorbed why green and red are reflected incited of just one color is because yellow is a secondary color and are brain sees the rose upside down and backwards
L-EE,diffused reflection is when a ray of light comes and hits something like bumpy tinfoil the light comes and egos everywhere because it has more than one thing to bounce off of it it egos up down right left because when its bumpy it goes like that because of different bumps
L-EE,here is how solar panels work dull dark surfaces do not reflect much light the dark surfaces absorb the suns rays and turn the rays into thermal energy the thermal energy is turned into heated water and then it is pumped into a storage tank and goes out through a fan that means that black attracts heat
L-EE,this is my picture of a light bulb a light bulb is made out of glass and artificial light the glass is to couscous the light to the spot you would like it and the artificial light is from the energy in the air that comes from your wall when you plug in a light a computer or anything that has a plug the energy goad through whores that travel over our hes and under us these 2 things are all plugd into a wall
L-EE,the picture i drew was making a rainbow out of a prism this picture is with two prisms this is how it works if you shine a light on a prism a rainbow will appear but if you put another prism in front of the other prism the light will turn white again this is how to make white light through a viable spectrum
L-EE,also you can see a green object because white light shines on that object white light has red orange yellow green blue indigo and violet in it and the object absorbs all the colors except green which is reflected into the eyes of the person that is looking at the object
L-EE,the law of reflection on a flat mirror is when the incident ray goes on the mirror and makes the angle of incidence there is an invisible line between the angle and ray of incidence and the angle and ray of reflection the reflection ray is the reflection of the incident ray
L-EE,the northern lights are ribbons of red pink and ghostly green lights that dance and shimmer for hours across the sky they occur when the sun bombards earth with tiny particles of electricity too small for us to see when these particles hit the highest part of the earths atmosphere they electrify the air and make it glow
L-EE,my theory's that light travels in waves because when we did an experiment with progesterone and a tennis ball hanging from the vealing on a piece of string and when we shone light on it the tennis balls shader was clear but the strings shadow had some light on it
L-EE,dull dark surfaces do not reflect much light so they are perfect for solar panels instead they absorb the suns rays and turn them into thermal energy this means that on a roof there are dark hoses of water the water heats up because the hoses are absorbing the suns rays and they are isolated the heated water is pumped into a storage tank where it used to heat the house
L-EE,when looking at a red rose you need light right you do so when your looking at that objetc the light shines on it and since it is red it refletcs the red light off the objetc and all the other colors get absorbed its the same with any other color including yellow green etc
L-EE,shadow darkness made when light shines on an opaque nontransparent object if the light shines on an opaque object it is imposable for the shadow to be on the same side the light is coming from unless there is a mirror if there is no light there isn't a shadow so there is a shadow where the light cant reach
L-EE,when we had the class debate i was the only student who was not on a side because my theory was light travels in waves but the waves go in a strait line and the debate was between straight line and waves and now we have lots of ideas from the debate and we don't know which one is right now is light travels sort of like this light travels in a straight line but appears to be wavy or light travels in waves but appears to be straight that means that light has aspects of both straight lines and waves it depends on how you look at it or what your experiment is trying to prove in our class we have seen experiments that prove both that light travels in straight lines box with powder and shadow experiments and wavy lines thomas young experiment
L-EE,the way you see what color everything is is because of light hitting your eye when their is a green leaf the light hits it before it splits up it is called white light the green leaf absorbs the other colors but the green keeps going because it is the same color the green light keeps going until it goes into your eye then the brain identifies what color and it is
L-EE,cones tire easily if you were looking at a green apple the cone that responds to green light gets tired so when you look at a piece of white paper the green cone would be to tired but the red and blue wouldn't and red and blue make purple and purple is the opposite of green on the color wheel
L-EE,this is why the colors of the rainbow are in the same order as you know there are seven colors that we know of they all travel at a the same wave frequency and they get mixed but when light goes through something like rain the frequency of the light waves get differed for some reason red always has the longest frequency and purple has the shortest
L-EE,a thing that involves color and is very magnificent is the northern lights this happens because of magnetic disturbances of the sun the sun sends out particles of electricity that are microscopic the earths atmosphere makes the air electrified and then it glow the colors that glow are red pink and green
L-EE,1 how do you think light travels my theory is that since light doesn't travel on anything it has to make enough energy to keep going my theory is that there are little wavelets of energy that travel inside bigger straight lines like a flashlight that also explains why light is hot
L-EE,a solar eclipse is an eclipse of the sun it occurs when the moon is located between the sun and the earth the moon blocks the sunlight coming to the earth
L-EE,a lunar eclipse is when the earth is between the sun and the moon and it casts a shadow over the moon
